0,1,2
-114.32483,35.046539306189395,20.97
-56.2756811111111,27.531116457389043,17.5
-34.5090577777778,25.374652181494895,17.88
16.3408422222222,14.435336462468836,10.39
-124.900452222223,36.58617673398861,22.44
-63.9433911111112,27.941088576055087,21.87
-46.0266744444444,26.769815306616756,19.65
-7.69757666666676,16.74,20.81
-74.3766355555557,28.36316612988918,20.03
-42.3101055555555,26.402623020583857,17.5
-24.2986366666667,23.03186028543989,17.5
5.40268888888884,13.245712397054168,11.45
-43.6147099999999,26.53864428996546,18.14
-38.6324566666666,25.96973168157309,17.58
-53.6311422222222,27.362532121676896,20.25
-73.3239200000001,28.326026813623713,20.42
101.943803333333,22.915497810963664,1.41
-4.91795444444443,17.76,17.89
-115.117175555555,35.17169512412723,22.88
-202.937446666667,43.02490527246957,25.4
69.1508244444444,19.057147739046123,7.53
-1.00092555555555,17.76,18.81
-102.183992222222,32.886098695863076,23.29
-166.257855555555,40.726404030443284,27.02
-2.00185222222207,17.76,20.87
-48.5043455555556,26.98334509936578,20.87
-80.9631044444445,28.57360891025341,22.64
-140.676751111111,38.45271067385072,23.44
-221.575634444444,43.939801721144676,23.41
-243.040686666666,46.33859400441119,24.84
-235.24045,45.38476342330626,23.09
-156.896924444444,39.98040278837541,21.8
-171.303144444444,41.099718210810245,27.49
-87.2176722222222,29.66659943004937,23.56
-74.9406366666667,28.382634568401276,19.0
-13.0987788888891,18.864934772300394,19.0
-184.189047777778,41.96374644264594,27.41
-59.9758111111111,27.742040050220243,21.43
27.3768611111111,15.16715697984804,10.0
52.7440411111108,17.973757061659366,7.03
9.0244022222222,13.937711185263387,10.26
-4.21846777777764,16.74,20.84
-5.67409666666671,16.74,17.3
51.1654522222225,17.8328764468429,-0.52
-143.149563333333,38.707978386906355,23.39
-5.56869555555549,16.74,21.01
117.748395555556,25.023690580715357,7.01
199.318665555556,45.08093659009415,-0.87
42.5909222222222,16.88522445871115,8.48
61.4843588888888,18.622871975645143,9.28
82.785378888889,19.630765199173567,10.16
99.4739911111111,22.534016834167932,9.71
87.2119144444443,20.32011688710884,10.24
86.43377,20.158427963125007,9.42
103.076511111111,23.08433832509834,9.73
99.6286722222222,22.558463673790513,10.32
194.080947777778,43.90215727374051,7.67
140.86345,29.7809462398178,9.49
90.8707888888888,21.04326409591449,11.5
16.7056511111108,14.469941479689895,13.02
141.714826666667,29.997997864433813,11.59
62.0595711111111,18.659178702799032,13.76
-23.9385433333337,22.912752398050515,32.49
-57.2633599999996,27.5900853879339,38.24
130.319874444444,27.152193777328044,9.62
50.8057099999999,17.799546510359594,12.4
-6.22571444444436,16.74,30.5
-132.474747777778,37.53779384370874,57.91
51.2901999999999,17.844325090111592,11.85
-42.1105755555555,26.381076458544925,30.16
-77.6190455555554,28.471226927967173,33.34
-59.9216366666667,27.73913977149378,33.34
-130.58565,37.310784889981555,27.26
-40.0111955555556,26.141345888856222,24.51
29.9018144444444,15.441831844204597,11.11
84.0127788888888,19.673268195048234,9.38
-33.2610022222222,25.165447907596285,24.07
19.07107,14.662198007657397,10.75
63.1402522222222,18.725601153199168,10.97
133.043394444444,27.825232549207566,9.52
-4.0048377777777,16.74,21.82
-2.15118777777775,16.74,21.72
39.73244,16.478401334950536,10.82
109.082557777778,23.921006028987982,3.92
-25.8355844444444,23.50290700259838,23.63
-20.2792822222221,21.94368993566749,25.65
-8.87744222222223,16.74,22.45
65.0854099999999,18.839599168797456,9.43
-116.604414444444,35.402020994779484,28.34
-40.0930722222222,26.151165953719072,21.45
38.9333244444445,16.353985610018356,9.4
103.554783333333,23.15452014233024,6.44
-47.0626844444445,26.861835411192487,21.03
6.03015333333335,13.42513223980747,11.76
80.6716266666666,19.554537635911174,8.32
141.809513333333,30.021976423386523,4.51
